datum,partij,spend,spend_google_cum,spend_range_min,spend_range_max,spend_range_mid,spend_min_cum,spend_mid_cum,spend_max_cum,count_cum,maximum,minimum,midden,spend_max_tot,spend_min_tot,spend_mid_tot,week,maand
2020-09-28,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-28,FvD,0,0,0,297,149,8651,12866,17081,69,17081,8651,12866,297,0,149,2020-40,2020-09
2020-09-28,GroenLinks,0,6800,0,0,0,3350,4439,5528,22,12328,10150,11239,0,0,0,2020-40,2020-09
2020-09-28,PvdA,0,0,0,0,0,250,1191,2131,19,2131,250,1191,0,0,0,2020-40,2020-09
2020-09-28,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-09
2020-09-28,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-28,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-09
2020-09-28,VVD,0,850,400,499,450,2901,6168,9436,64,10286,3751,7018,499,400,450,2020-40,2020-09
2020-09-29,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-29,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-09
2020-09-29,ChristenUnie,,,100,199,150,700,1096,1492,8,1492,700,1096,199,100,150,2020-40,2020-09
2020-09-29,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-09
2020-09-29,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-29,FvD,0,0,0,0,0,8651,12866,17081,69,17081,8651,12866,0,0,0,2020-40,2020-09
2020-09-29,GroenLinks,0,6800,100,199,150,3450,4589,5727,23,12527,10250,11389,199,100,150,2020-40,2020-09
2020-09-29,PvdA,0,0,0,99,50,250,1240,2230,20,2230,250,1240,99,0,50,2020-40,2020-09
2020-09-29,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-09
2020-09-29,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-29,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-09
2020-09-29,VVD,0,850,0,0,0,2901,6168,9436,64,10286,3751,7018,0,0,0,2020-40,2020-09
2020-09-30,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-30,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-09
2020-09-30,ChristenUnie,,,0,0,0,700,1096,1492,8,1492,700,1096,0,0,0,2020-40,2020-09
2020-09-30,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-09
2020-09-30,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-30,FvD,0,0,0,297,149,8651,13014,17378,72,17378,8651,13014,297,0,149,2020-40,2020-09
2020-09-30,GroenLinks,0,6800,0,99,50,3450,4638,5826,24,12626,10250,11438,99,0,50,2020-40,2020-09
2020-09-30,PvdA,0,0,0,0,0,250,1240,2230,20,2230,250,1240,0,0,0,2020-40,2020-09
2020-09-30,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-09
2020-09-30,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-30,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-09
2020-09-30,VVD,0,850,600,699,650,3501,6818,10135,65,10985,4351,7668,699,600,650,2020-40,2020-09
2020-10-01,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-01,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-10
2020-10-01,ChristenUnie,,,100,199,150,800,1246,1691,9,1691,800,1246,199,100,150,2020-40,2020-10
2020-10-01,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-10
2020-10-01,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-01,FvD,0,0,0,99,50,8651,13064,17477,73,17477,8651,13064,99,0,50,2020-40,2020-10
2020-10-01,GroenLinks,0,6800,0,198,99,3450,4737,6024,26,12824,10250,11537,198,0,99,2020-40,2020-10
2020-10-01,PvdA,0,0,0,0,0,250,1240,2230,20,2230,250,1240,0,0,0,2020-40,2020-10
2020-10-01,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-10
2020-10-01,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-01,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-10
2020-10-01,VVD,0,850,400,796,598,3901,7416,10931,69,11781,4751,8266,796,400,598,2020-40,2020-10
2020-10-02,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-02,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-10
2020-10-02,ChristenUnie,,,200,299,250,1000,1495,1990,10,1990,1000,1495,299,200,250,2020-40,2020-10
2020-10-02,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-10
2020-10-02,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-02,FvD,0,0,500,599,550,9151,13613,18076,74,18076,9151,13613,599,500,550,2020-40,2020-10
2020-10-02,GroenLinks,0,6800,0,0,0,3450,4737,6024,26,12824,10250,11537,0,0,0,2020-40,2020-10
2020-10-02,PvdA,0,0,100,199,150,350,1390,2429,21,2429,350,1390,199,100,150,2020-40,2020-10
2020-10-02,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-10
2020-10-02,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-02,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-10
2020-10-02,VVD,0,850,0,99,50,3901,7465,11030,70,11880,4751,8315,99,0,50,2020-40,2020-10
2020-10-03,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-03,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-10
2020-10-03,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-40,2020-10
2020-10-03,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-10
2020-10-03,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-03,FvD,0,0,0,99,50,9151,13663,18175,75,18175,9151,13663,99,0,50,2020-40,2020-10
2020-10-03,GroenLinks,0,6800,0,0,0,3450,4737,6024,26,12824,10250,11537,0,0,0,2020-40,2020-10
2020-10-03,PvdA,0,0,0,0,0,350,1390,2429,21,2429,350,1390,0,0,0,2020-40,2020-10
2020-10-03,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-10
2020-10-03,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-03,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-10
2020-10-03,VVD,0,850,0,0,0,3901,7465,11030,70,11880,4751,8315,0,0,0,2020-40,2020-10
2020-10-04,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-04,CDA,50,50,0,0,0,6050,7047,8044,6,8094,6100,7097,50,50,50,2020-40,2020-10
2020-10-04,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-40,2020-10
2020-10-04,D66,8800,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,8800,8800,8800,2020-40,2020-10
2020-10-04,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-04,FvD,0,0,0,99,50,9151,13712,18274,76,18274,9151,13712,99,0,50,2020-40,2020-10
2020-10-04,GroenLinks,850,7650,0,0,0,3450,4737,6024,26,13674,11100,12387,850,850,850,2020-40,2020-10
2020-10-04,PvdA,0,0,0,0,0,350,1390,2429,21,2429,350,1390,0,0,0,2020-40,2020-10
2020-10-04,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-40,2020-10
2020-10-04,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-10
2020-10-04,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-40,2020-10
2020-10-04,VVD,500,1350,0,0,0,3901,7465,11030,70,12380,5251,8815,500,500,500,2020-40,2020-10
2020-10-05,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-05,CDA,0,50,0,0,0,6050,7047,8044,6,8094,6100,7097,0,0,0,2020-41,2020-10
2020-10-05,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-05,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-05,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-05,FvD,0,0,0,0,0,9151,13712,18274,76,18274,9151,13712,0,0,0,2020-41,2020-10
2020-10-05,GroenLinks,0,7650,0,0,0,3450,4737,6024,26,13674,11100,12387,0,0,0,2020-41,2020-10
2020-10-05,PvdA,0,0,0,0,0,350,1390,2429,21,2429,350,1390,0,0,0,2020-41,2020-10
2020-10-05,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-05,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-05,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-41,2020-10
2020-10-05,VVD,0,1350,400,994,697,4301,8162,12024,76,13374,5651,9512,994,400,697,2020-41,2020-10
2020-10-06,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-06,CDA,0,50,0,0,0,6050,7047,8044,6,8094,6100,7097,0,0,0,2020-41,2020-10
2020-10-06,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-06,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-06,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-06,FvD,0,0,0,396,198,9151,13910,18670,80,18670,9151,13910,396,0,198,2020-41,2020-10
2020-10-06,GroenLinks,0,7650,550,748,649,4000,5386,6772,28,14422,11650,13036,748,550,649,2020-41,2020-10
2020-10-06,PvdA,0,0,500,1094,797,850,2187,3523,27,3523,850,2187,1094,500,797,2020-41,2020-10
2020-10-06,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-06,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-06,SP,,,0,396,198,600,947,1293,7,1293,600,947,396,0,198,2020-41,2020-10
2020-10-06,VVD,0,1350,0,495,248,4301,8410,12519,81,13869,5651,9760,495,0,248,2020-41,2020-10
2020-10-07,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-07,CDA,0,50,200,299,250,6250,7296,8343,7,8393,6300,7346,299,200,250,2020-41,2020-10
2020-10-07,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-07,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-07,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-07,FvD,0,0,500,797,649,9651,14559,19467,83,19467,9651,14559,797,500,649,2020-41,2020-10
2020-10-07,GroenLinks,0,7650,100,199,150,4100,5536,6971,29,14621,11750,13186,199,100,150,2020-41,2020-10
2020-10-07,PvdA,0,0,0,99,50,850,2236,3622,28,3622,850,2236,99,0,50,2020-41,2020-10
2020-10-07,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-07,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-07,SP,,,0,0,0,600,947,1293,7,1293,600,947,0,0,0,2020-41,2020-10
2020-10-07,VVD,0,1350,200,299,250,4501,8659,12818,82,14168,5851,10009,299,200,250,2020-41,2020-10
2020-10-08,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-08,CDA,0,50,0,0,0,6250,7296,8343,7,8393,6300,7346,0,0,0,2020-41,2020-10
2020-10-08,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-08,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-08,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-08,FvD,0,0,1500,2296,1898,11151,16457,21763,87,21763,11151,16457,2296,1500,1898,2020-41,2020-10
2020-10-08,GroenLinks,0,7650,600,897,749,4700,6284,7868,32,15518,12350,13934,897,600,749,2020-41,2020-10
2020-10-08,PvdA,0,0,0,99,50,850,2286,3721,29,3721,850,2286,99,0,50,2020-41,2020-10
2020-10-08,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-08,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-08,SP,,,0,396,198,600,1145,1689,11,1689,600,1145,396,0,198,2020-41,2020-10
2020-10-08,VVD,0,1350,900,1197,1049,5401,9708,14015,85,15365,6751,11058,1197,900,1049,2020-41,2020-10
2020-10-09,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-09,CDA,0,50,0,0,0,6250,7296,8343,7,8393,6300,7346,0,0,0,2020-41,2020-10
2020-10-09,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-09,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-09,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-09,FvD,0,0,0,0,0,11151,16457,21763,87,21763,11151,16457,0,0,0,2020-41,2020-10
2020-10-09,GroenLinks,0,7650,0,0,0,4700,6284,7868,32,15518,12350,13934,0,0,0,2020-41,2020-10
2020-10-09,PvdA,0,0,0,198,99,850,2385,3919,31,3919,850,2385,198,0,99,2020-41,2020-10
2020-10-09,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-09,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-09,SP,,,0,99,50,600,1194,1788,12,1788,600,1194,99,0,50,2020-41,2020-10
2020-10-09,VVD,0,1350,0,0,0,5401,9708,14015,85,15365,6751,11058,0,0,0,2020-41,2020-10
2020-10-10,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-10,CDA,0,50,2050,2747,2399,8300,9695,11090,10,11140,8350,9745,2747,2050,2399,2020-41,2020-10
2020-10-10,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-10,D66,0,30200,0,0,0,2350,3887,5423,27,35623,32550,34087,0,0,0,2020-41,2020-10
2020-10-10,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-10,FvD,0,0,400,598,499,11551,16956,22361,89,22361,11551,16956,598,400,499,2020-41,2020-10
2020-10-10,GroenLinks,0,7650,0,0,0,4700,6284,7868,32,15518,12350,13934,0,0,0,2020-41,2020-10
2020-10-10,PvdA,0,0,0,198,99,850,2484,4117,33,4117,850,2484,198,0,99,2020-41,2020-10
2020-10-10,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-10,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-10,SP,,,0,0,0,600,1194,1788,12,1788,600,1194,0,0,0,2020-41,2020-10
2020-10-10,VVD,0,1350,0,0,0,5401,9708,14015,85,15365,6751,11058,0,0,0,2020-41,2020-10
2020-10-11,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-11,CDA,0,50,0,0,0,8300,9695,11090,10,11140,8350,9745,0,0,0,2020-41,2020-10
2020-10-11,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-41,2020-10
2020-10-11,D66,5750,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,5750,5750,5750,2020-41,2020-10
2020-10-11,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-11,FvD,0,0,0,297,149,11551,17104,22658,92,22658,11551,17104,297,0,149,2020-41,2020-10
2020-10-11,GroenLinks,700,8350,0,0,0,4700,6284,7868,32,16218,13050,14634,700,700,700,2020-41,2020-10
2020-10-11,PvdA,0,0,0,0,0,850,2484,4117,33,4117,850,2484,0,0,0,2020-41,2020-10
2020-10-11,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-41,2020-10
2020-10-11,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-41,2020-10
2020-10-11,SP,,,0,0,0,600,1194,1788,12,1788,600,1194,0,0,0,2020-41,2020-10
2020-10-11,VVD,950,2300,0,0,0,5401,9708,14015,85,16315,7701,12008,950,950,950,2020-41,2020-10
2020-10-12,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-12,CDA,0,50,0,0,0,8300,9695,11090,10,11140,8350,9745,0,0,0,2020-42,2020-10
2020-10-12,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-12,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-12,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-12,FvD,0,0,0,396,198,11551,17302,23054,96,23054,11551,17302,396,0,198,2020-42,2020-10
2020-10-12,GroenLinks,0,8350,0,0,0,4700,6284,7868,32,16218,13050,14634,0,0,0,2020-42,2020-10
2020-10-12,PvdA,0,0,0,0,0,850,2484,4117,33,4117,850,2484,0,0,0,2020-42,2020-10
2020-10-12,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-42,2020-10
2020-10-12,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-12,SP,,,0,99,50,600,1244,1887,13,1887,600,1244,99,0,50,2020-42,2020-10
2020-10-12,VVD,0,2300,0,0,0,5401,9708,14015,85,16315,7701,12008,0,0,0,2020-42,2020-10
2020-10-13,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-13,CDA,0,50,0,99,50,8300,9745,11189,11,11239,8350,9795,99,0,50,2020-42,2020-10
2020-10-13,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-13,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-13,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-13,FvD,0,0,0,99,50,11551,17352,23153,97,23153,11551,17352,99,0,50,2020-42,2020-10
2020-10-13,GroenLinks,0,8350,100,199,150,4800,6434,8067,33,16417,13150,14784,199,100,150,2020-42,2020-10
2020-10-13,PvdA,0,0,0,198,99,850,2583,4315,35,4315,850,2583,198,0,99,2020-42,2020-10
2020-10-13,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-42,2020-10
2020-10-13,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-13,SP,,,0,0,0,600,1244,1887,13,1887,600,1244,0,0,0,2020-42,2020-10
2020-10-13,VVD,0,2300,0,0,0,5401,9708,14015,85,16315,7701,12008,0,0,0,2020-42,2020-10
2020-10-14,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-14,CDA,0,50,0,0,0,8300,9745,11189,11,11239,8350,9795,0,0,0,2020-42,2020-10
2020-10-14,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-14,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-14,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-14,FvD,0,0,0,0,0,11551,17352,23153,97,23153,11551,17352,0,0,0,2020-42,2020-10
2020-10-14,GroenLinks,0,8350,0,0,0,4800,6434,8067,33,16417,13150,14784,0,0,0,2020-42,2020-10
2020-10-14,PvdA,0,0,0,0,0,850,2583,4315,35,4315,850,2583,0,0,0,2020-42,2020-10
2020-10-14,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-42,2020-10
2020-10-14,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-14,SP,,,600,699,650,1200,1893,2586,14,2586,1200,1893,699,600,650,2020-42,2020-10
2020-10-14,VVD,0,2300,0,99,50,5401,9757,14114,86,16414,7701,12057,99,0,50,2020-42,2020-10
2020-10-15,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-15,CDA,0,50,0,99,50,8300,9794,11288,12,11338,8350,9844,99,0,50,2020-42,2020-10
2020-10-15,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-15,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-15,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-15,FvD,0,0,1250,5113,3182,12801,20534,28266,134,28266,12801,20534,5113,1250,3182,2020-42,2020-10
2020-10-15,GroenLinks,0,8350,100,199,150,4900,6583,8266,34,16616,13250,14933,199,100,150,2020-42,2020-10
2020-10-15,PvdA,0,0,0,0,0,850,2583,4315,35,4315,850,2583,0,0,0,2020-42,2020-10
2020-10-15,PvdD,,,0,99,50,500,649,797,3,797,500,649,99,0,50,2020-42,2020-10
2020-10-15,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-15,SP,,,0,0,0,1200,1893,2586,14,2586,1200,1893,0,0,0,2020-42,2020-10
2020-10-15,VVD,0,2300,100,298,199,5501,9956,14412,88,16712,7801,12256,298,100,199,2020-42,2020-10
2020-10-16,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-16,CDA,0,50,0,0,0,8300,9794,11288,12,11338,8350,9844,0,0,0,2020-42,2020-10
2020-10-16,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-16,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-16,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-16,FvD,0,0,0,99,50,12801,20583,28365,135,28365,12801,20583,99,0,50,2020-42,2020-10
2020-10-16,GroenLinks,0,8350,150,249,200,5050,6783,8515,35,16865,13400,15133,249,150,200,2020-42,2020-10
2020-10-16,PvdA,0,0,0,0,0,850,2583,4315,35,4315,850,2583,0,0,0,2020-42,2020-10
2020-10-16,PvdD,,,0,0,0,500,649,797,3,797,500,649,0,0,0,2020-42,2020-10
2020-10-16,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-16,SP,,,0,0,0,1200,1893,2586,14,2586,1200,1893,0,0,0,2020-42,2020-10
2020-10-16,VVD,0,2300,0,0,0,5501,9956,14412,88,16712,7801,12256,0,0,0,2020-42,2020-10
2020-10-17,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-17,CDA,0,50,0,0,0,8300,9794,11288,12,11338,8350,9844,0,0,0,2020-42,2020-10
2020-10-17,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-17,D66,0,35950,0,0,0,2350,3887,5423,27,41373,38300,39837,0,0,0,2020-42,2020-10
2020-10-17,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-17,FvD,0,0,50,248,149,12851,20732,28613,137,28613,12851,20732,248,50,149,2020-42,2020-10
2020-10-17,GroenLinks,0,8350,0,0,0,5050,6783,8515,35,16865,13400,15133,0,0,0,2020-42,2020-10
2020-10-17,PvdA,0,0,0,0,0,850,2583,4315,35,4315,850,2583,0,0,0,2020-42,2020-10
2020-10-17,PvdD,,,0,0,0,500,649,797,3,797,500,649,0,0,0,2020-42,2020-10
2020-10-17,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-17,SP,,,0,0,0,1200,1893,2586,14,2586,1200,1893,0,0,0,2020-42,2020-10
2020-10-17,VVD,0,2300,0,0,0,5501,9956,14412,88,16712,7801,12256,0,0,0,2020-42,2020-10
2020-10-18,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-18,CDA,0,50,0,0,0,8300,9794,11288,12,11338,8350,9844,0,0,0,2020-42,2020-10
2020-10-18,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-42,2020-10
2020-10-18,D66,1950,37900,0,0,0,2350,3887,5423,27,43323,40250,41787,1950,1950,1950,2020-42,2020-10
2020-10-18,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-18,FvD,0,0,3000,3499,3250,15851,23982,32112,138,32112,15851,23982,3499,3000,3250,2020-42,2020-10
2020-10-18,GroenLinks,900,9250,0,0,0,5050,6783,8515,35,17765,14300,16033,900,900,900,2020-42,2020-10
2020-10-18,PvdA,0,0,0,0,0,850,2583,4315,35,4315,850,2583,0,0,0,2020-42,2020-10
2020-10-18,PvdD,,,0,0,0,500,649,797,3,797,500,649,0,0,0,2020-42,2020-10
2020-10-18,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-42,2020-10
2020-10-18,SP,,,0,0,0,1200,1893,2586,14,2586,1200,1893,0,0,0,2020-42,2020-10
2020-10-18,VVD,1050,3350,0,0,0,5501,9956,14412,88,17762,8851,13306,1050,1050,1050,2020-42,2020-10
2020-10-19,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-43,2020-10
2020-10-19,CDA,0,50,0,0,0,8300,9794,11288,12,11338,8350,9844,0,0,0,2020-43,2020-10
2020-10-19,ChristenUnie,,,0,0,0,1000,1495,1990,10,1990,1000,1495,0,0,0,2020-43,2020-10
2020-10-19,D66,0,37900,0,0,0,2350,3887,5423,27,43323,40250,41787,0,0,0,2020-43,2020-10
2020-10-19,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-43,2020-10
2020-10-19,FvD,0,0,0,0,0,15851,23982,32112,138,32112,15851,23982,0,0,0,2020-43,2020-10
