datum,partij,spend,spend_google_cum,spend_range_min,spend_range_max,spend_range_mid,spend_min_cum,spend_mid_cum,spend_max_cum,count_cum,maximum,minimum,midden,spend_max_tot,spend_min_tot,spend_mid_tot,week,maand
2020-09-06,PvdA,0,0,0,0,0,0,50,99,1,99,0,50,0,0,0,2020-36,2020-09
2020-09-06,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-36,2020-09
2020-09-06,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-36,2020-09
2020-09-06,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-36,2020-09
2020-09-06,VVD,100,100,0,99,50,150,546,942,8,1042,250,646,199,100,150,2020-36,2020-09
2020-09-07,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-07,D66,0,2450,0,0,0,200,250,299,1,2749,2650,2700,0,0,0,2020-37,2020-09
2020-09-07,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,FvD,0,0,0,0,0,0,693,1386,14,1386,0,693,0,0,0,2020-37,2020-09
2020-09-07,GroenLinks,0,0,0,0,0,800,998,1196,4,1196,800,998,0,0,0,2020-37,2020-09
2020-09-07,PvdA,0,0,0,0,0,0,50,99,1,99,0,50,0,0,0,2020-37,2020-09
2020-09-07,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-07,VVD,0,100,0,0,0,150,546,942,8,1042,250,646,0,0,0,2020-37,2020-09
2020-09-08,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-08,D66,0,2450,0,0,0,200,250,299,1,2749,2650,2700,0,0,0,2020-37,2020-09
2020-09-08,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,FvD,0,0,0,99,50,0,743,1485,15,1485,0,743,99,0,50,2020-37,2020-09
2020-09-08,GroenLinks,0,0,200,299,250,1000,1248,1495,5,1495,1000,1248,299,200,250,2020-37,2020-09
2020-09-08,PvdA,0,0,0,0,0,0,50,99,1,99,0,50,0,0,0,2020-37,2020-09
2020-09-08,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-08,VVD,0,100,0,693,347,150,893,1635,15,1735,250,993,693,0,347,2020-37,2020-09
2020-09-09,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-09,D66,0,2450,0,0,0,200,250,299,1,2749,2650,2700,0,0,0,2020-37,2020-09
2020-09-09,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,FvD,0,0,0,396,198,0,941,1881,19,1881,0,941,396,0,198,2020-37,2020-09
2020-09-09,GroenLinks,0,0,0,0,0,1000,1248,1495,5,1495,1000,1248,0,0,0,2020-37,2020-09
2020-09-09,PvdA,0,0,0,0,0,0,50,99,1,99,0,50,0,0,0,2020-37,2020-09
2020-09-09,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-09,VVD,0,100,0,99,50,150,942,1734,16,1834,250,1042,99,0,50,2020-37,2020-09
2020-09-10,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-10,D66,0,2450,0,0,0,200,250,299,1,2749,2650,2700,0,0,0,2020-37,2020-09
2020-09-10,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,FvD,0,0,0,198,99,0,1040,2079,21,2079,0,1040,198,0,99,2020-37,2020-09
2020-09-10,GroenLinks,0,0,0,0,0,1000,1248,1495,5,1495,1000,1248,0,0,0,2020-37,2020-09
2020-09-10,PvdA,0,0,0,0,0,0,50,99,1,99,0,50,0,0,0,2020-37,2020-09
2020-09-10,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-10,VVD,0,100,100,595,348,250,1290,2329,21,2429,350,1390,595,100,348,2020-37,2020-09
2020-09-11,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-11,D66,0,2450,0,99,50,200,299,398,2,2848,2650,2749,99,0,50,2020-37,2020-09
2020-09-11,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,FvD,0,0,0,0,0,0,1040,2079,21,2079,0,1040,0,0,0,2020-37,2020-09
2020-09-11,GroenLinks,0,0,0,0,0,1000,1248,1495,5,1495,1000,1248,0,0,0,2020-37,2020-09
2020-09-11,PvdA,0,0,0,495,248,0,297,594,6,594,0,297,495,0,248,2020-37,2020-09
2020-09-11,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-11,VVD,0,100,0,297,149,250,1438,2626,24,2726,350,1538,297,0,149,2020-37,2020-09
2020-09-12,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-12,D66,0,2450,0,99,50,200,349,497,3,2947,2650,2799,99,0,50,2020-37,2020-09
2020-09-12,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,FvD,0,0,50,248,149,50,1189,2327,23,2327,50,1189,248,50,149,2020-37,2020-09
2020-09-12,GroenLinks,0,0,0,0,0,1000,1248,1495,5,1495,1000,1248,0,0,0,2020-37,2020-09
2020-09-12,PvdA,0,0,0,0,0,0,297,594,6,594,0,297,0,0,0,2020-37,2020-09
2020-09-12,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-12,VVD,0,100,0,198,99,250,1537,2824,26,2924,350,1637,198,0,99,2020-37,2020-09
2020-09-13,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-37,2020-09
2020-09-13,D66,2500,4950,0,0,0,200,349,497,3,5447,5150,5299,2500,2500,2500,2020-37,2020-09
2020-09-13,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,FvD,0,0,0,594,297,50,1486,2921,29,2921,50,1486,594,0,297,2020-37,2020-09
2020-09-13,GroenLinks,2650,2650,300,399,350,1300,1597,1894,6,4544,3950,4247,3049,2950,3000,2020-37,2020-09
2020-09-13,PvdA,0,0,0,0,0,0,297,594,6,594,0,297,0,0,0,2020-37,2020-09
2020-09-13,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-37,2020-09
2020-09-13,VVD,50,150,0,0,0,250,1537,2824,26,2974,400,1687,50,50,50,2020-37,2020-09
2020-09-14,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,ChristenUnie,,,0,0,0,400,499,598,2,598,400,499,0,0,0,2020-38,2020-09
2020-09-14,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-14,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,FvD,0,0,900,999,950,950,2435,3920,30,3920,950,2435,999,900,950,2020-38,2020-09
2020-09-14,GroenLinks,0,2650,0,99,50,1300,1647,1993,7,4643,3950,4297,99,0,50,2020-38,2020-09
2020-09-14,PvdA,0,0,0,0,0,0,297,594,6,594,0,297,0,0,0,2020-38,2020-09
2020-09-14,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,SP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-14,VVD,0,150,100,298,199,350,1736,3122,28,3272,500,1886,298,100,199,2020-38,2020-09
2020-09-15,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-15,CDA,0,0,3150,4047,3598,3150,3598,4047,3,4047,3150,3598,4047,3150,3598,2020-38,2020-09
2020-09-15,ChristenUnie,,,0,99,50,400,549,697,3,697,400,549,99,0,50,2020-38,2020-09
2020-09-15,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-15,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-15,FvD,0,0,0,198,99,950,2534,4118,32,4118,950,2534,198,0,99,2020-38,2020-09
2020-09-15,GroenLinks,0,2650,50,149,100,1350,1746,2142,8,4792,4000,4396,149,50,100,2020-38,2020-09
2020-09-15,PvdA,0,0,0,0,0,0,297,594,6,594,0,297,0,0,0,2020-38,2020-09
2020-09-15,PvdD,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-15,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-15,SP,,,300,399,350,300,350,399,1,399,300,350,399,300,350,2020-38,2020-09
2020-09-15,VVD,0,150,50,248,149,400,1885,3370,30,3520,550,2035,248,50,149,2020-38,2020-09
2020-09-16,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-16,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-38,2020-09
2020-09-16,ChristenUnie,,,0,0,0,400,549,697,3,697,400,549,0,0,0,2020-38,2020-09
2020-09-16,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-16,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-16,FvD,0,0,2000,2994,2497,2950,5031,7112,38,7112,2950,5031,2994,2000,2497,2020-38,2020-09
2020-09-16,GroenLinks,0,2650,200,497,349,1550,2095,2639,11,5289,4200,4745,497,200,349,2020-38,2020-09
2020-09-16,PvdA,0,0,200,497,349,200,646,1091,9,1091,200,646,497,200,349,2020-38,2020-09
2020-09-16,PvdD,,,500,599,550,500,550,599,1,599,500,550,599,500,550,2020-38,2020-09
2020-09-16,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-16,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-38,2020-09
2020-09-16,VVD,0,150,100,397,249,500,2134,3767,33,3917,650,2284,397,100,249,2020-38,2020-09
2020-09-17,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-17,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-38,2020-09
2020-09-17,ChristenUnie,,,0,99,50,400,598,796,4,796,400,598,99,0,50,2020-38,2020-09
2020-09-17,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-17,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-17,FvD,0,0,2750,3944,3347,5700,8378,11056,44,11056,5700,8378,3944,2750,3347,2020-38,2020-09
2020-09-17,GroenLinks,0,2650,1100,1496,1298,2650,3393,4135,15,6785,5300,6043,1496,1100,1298,2020-38,2020-09
2020-09-17,PvdA,0,0,50,842,446,250,1092,1933,17,1933,250,1092,842,50,446,2020-38,2020-09
2020-09-17,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-38,2020-09
2020-09-17,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-17,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-38,2020-09
2020-09-17,VVD,0,150,200,497,349,700,2482,4264,36,4414,850,2632,497,200,349,2020-38,2020-09
2020-09-18,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-18,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-38,2020-09
2020-09-18,ChristenUnie,,,100,199,150,500,748,995,5,995,500,748,199,100,150,2020-38,2020-09
2020-09-18,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-18,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-18,FvD,0,0,950,1645,1298,6650,9676,12701,49,12701,6650,9676,1645,950,1298,2020-38,2020-09
2020-09-18,GroenLinks,0,2650,0,99,50,2650,3442,4234,16,6884,5300,6092,99,0,50,2020-38,2020-09
2020-09-18,PvdA,0,0,0,0,0,250,1092,1933,17,1933,250,1092,0,0,0,2020-38,2020-09
2020-09-18,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-38,2020-09
2020-09-18,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-18,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-38,2020-09
2020-09-18,VVD,0,150,50,248,149,750,2631,4512,38,4662,900,2781,248,50,149,2020-38,2020-09
2020-09-19,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-19,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-38,2020-09
2020-09-19,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-38,2020-09
2020-09-19,D66,0,4950,0,0,0,200,349,497,3,5447,5150,5299,0,0,0,2020-38,2020-09
2020-09-19,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-19,FvD,0,0,0,99,50,6650,9725,12800,50,12800,6650,9725,99,0,50,2020-38,2020-09
2020-09-19,GroenLinks,0,2650,0,0,0,2650,3442,4234,16,6884,5300,6092,0,0,0,2020-38,2020-09
2020-09-19,PvdA,0,0,0,0,0,250,1092,1933,17,1933,250,1092,0,0,0,2020-38,2020-09
2020-09-19,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-38,2020-09
2020-09-19,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-19,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-38,2020-09
2020-09-19,VVD,0,150,0,99,50,750,2681,4611,39,4761,900,2831,99,0,50,2020-38,2020-09
2020-09-20,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-20,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-38,2020-09
2020-09-20,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-38,2020-09
2020-09-20,D66,7100,12050,0,0,0,200,349,497,3,12547,12250,12399,7100,7100,7100,2020-38,2020-09
2020-09-20,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-20,FvD,0,0,0,0,0,6650,9725,12800,50,12800,6650,9725,0,0,0,2020-38,2020-09
2020-09-20,GroenLinks,3200,5850,0,99,50,2650,3492,4333,17,10183,8500,9342,3299,3200,3250,2020-38,2020-09
2020-09-20,PvdA,0,0,0,0,0,250,1092,1933,17,1933,250,1092,0,0,0,2020-38,2020-09
2020-09-20,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-38,2020-09
2020-09-20,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-38,2020-09
2020-09-20,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-38,2020-09
2020-09-20,VVD,100,250,0,0,0,750,2681,4611,39,4861,1000,2931,100,100,100,2020-38,2020-09
2020-09-21,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-21,CDA,0,0,0,0,0,3150,3598,4047,3,4047,3150,3598,0,0,0,2020-39,2020-09
2020-09-21,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-39,2020-09
2020-09-21,D66,0,12050,0,0,0,200,349,497,3,12547,12250,12399,0,0,0,2020-39,2020-09
2020-09-21,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-21,FvD,0,0,0,0,0,6650,9725,12800,50,12800,6650,9725,0,0,0,2020-39,2020-09
2020-09-21,GroenLinks,0,5850,300,498,399,2950,3891,4831,19,10681,8800,9741,498,300,399,2020-39,2020-09
2020-09-21,PvdA,0,0,0,0,0,250,1092,1933,17,1933,250,1092,0,0,0,2020-39,2020-09
2020-09-21,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-39,2020-09
2020-09-21,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-21,SP,,,0,0,0,300,350,399,1,399,300,350,0,0,0,2020-39,2020-09
2020-09-21,VVD,0,250,0,99,50,750,2730,4710,40,4960,1000,2980,99,0,50,2020-39,2020-09
2020-09-22,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-22,CDA,0,0,2900,3997,3448,6050,7047,8044,6,8044,6050,7047,3997,2900,3448,2020-39,2020-09
2020-09-22,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-39,2020-09
2020-09-22,D66,0,12050,0,990,495,200,844,1487,13,13537,12250,12894,990,0,495,2020-39,2020-09
2020-09-22,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-22,FvD,0,0,0,396,198,6650,9923,13196,54,13196,6650,9923,396,0,198,2020-39,2020-09
2020-09-22,GroenLinks,0,5850,400,598,499,3350,4390,5429,21,11279,9200,10240,598,400,499,2020-39,2020-09
2020-09-22,PvdA,0,0,0,99,50,250,1141,2032,18,2032,250,1141,99,0,50,2020-39,2020-09
2020-09-22,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-39,2020-09
2020-09-22,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-22,SP,,,300,498,399,600,749,897,3,897,600,749,498,300,399,2020-39,2020-09
2020-09-22,VVD,0,250,1350,2243,1797,2100,4527,6953,47,7203,2350,4777,2243,1350,1797,2020-39,2020-09
2020-09-23,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-23,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-39,2020-09
2020-09-23,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-39,2020-09
2020-09-23,D66,0,12050,2100,3589,2845,2300,3688,5076,24,17126,14350,15738,3589,2100,2845,2020-39,2020-09
2020-09-23,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-23,FvD,0,0,0,693,347,6651,10270,13889,61,13889,6651,10270,693,0,347,2020-39,2020-09
2020-09-23,GroenLinks,0,5850,0,0,0,3350,4390,5429,21,11279,9200,10240,0,0,0,2020-39,2020-09
2020-09-23,PvdA,0,0,0,99,50,250,1191,2131,19,2131,250,1191,99,0,50,2020-39,2020-09
2020-09-23,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-39,2020-09
2020-09-23,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-23,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-39,2020-09
2020-09-23,VVD,0,250,200,893,547,2300,5073,7846,54,8096,2550,5323,893,200,547,2020-39,2020-09
2020-09-24,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-24,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-39,2020-09
2020-09-24,ChristenUnie,,,0,0,0,500,748,995,5,995,500,748,0,0,0,2020-39,2020-09
2020-09-24,D66,0,12050,0,198,99,2300,3787,5274,26,17324,14350,15837,198,0,99,2020-39,2020-09
2020-09-24,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-24,FvD,0,0,0,297,149,6651,10418,14186,64,14186,6651,10418,297,0,149,2020-39,2020-09
2020-09-24,GroenLinks,0,5850,0,99,50,3350,4439,5528,22,11378,9200,10289,99,0,50,2020-39,2020-09
2020-09-24,PvdA,0,0,0,0,0,250,1191,2131,19,2131,250,1191,0,0,0,2020-39,2020-09
2020-09-24,PvdD,,,0,0,0,500,550,599,1,599,500,550,0,0,0,2020-39,2020-09
2020-09-24,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-24,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-39,2020-09
2020-09-24,VVD,0,250,0,396,198,2300,5271,8242,58,8492,2550,5521,396,0,198,2020-39,2020-09
2020-09-25,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-25,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-39,2020-09
2020-09-25,ChristenUnie,,,100,298,199,600,947,1293,7,1293,600,947,298,100,199,2020-39,2020-09
2020-09-25,D66,0,12050,50,149,100,2350,3887,5423,27,17473,14400,15937,149,50,100,2020-39,2020-09
2020-09-25,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-25,FvD,0,0,2000,2598,2299,8651,12717,16784,66,16784,8651,12717,2598,2000,2299,2020-39,2020-09
2020-09-25,GroenLinks,0,5850,0,0,0,3350,4439,5528,22,11378,9200,10289,0,0,0,2020-39,2020-09
2020-09-25,PvdA,0,0,0,0,0,250,1191,2131,19,2131,250,1191,0,0,0,2020-39,2020-09
2020-09-25,PvdD,,,0,99,50,500,599,698,2,698,500,599,99,0,50,2020-39,2020-09
2020-09-25,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-25,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-39,2020-09
2020-09-25,VVD,0,250,0,396,198,2301,5469,8638,62,8888,2551,5719,396,0,198,2020-39,2020-09
2020-09-26,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-26,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-39,2020-09
2020-09-26,ChristenUnie,,,0,0,0,600,947,1293,7,1293,600,947,0,0,0,2020-39,2020-09
2020-09-26,D66,0,12050,0,0,0,2350,3887,5423,27,17473,14400,15937,0,0,0,2020-39,2020-09
2020-09-26,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-26,FvD,0,0,0,0,0,8651,12717,16784,66,16784,8651,12717,0,0,0,2020-39,2020-09
2020-09-26,GroenLinks,0,5850,0,0,0,3350,4439,5528,22,11378,9200,10289,0,0,0,2020-39,2020-09
2020-09-26,PvdA,0,0,0,0,0,250,1191,2131,19,2131,250,1191,0,0,0,2020-39,2020-09
2020-09-26,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-39,2020-09
2020-09-26,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-26,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-39,2020-09
2020-09-26,VVD,0,250,200,299,250,2501,5719,8937,63,9187,2751,5969,299,200,250,2020-39,2020-09
2020-09-27,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-27,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-39,2020-09
2020-09-27,ChristenUnie,,,0,0,0,600,947,1293,7,1293,600,947,0,0,0,2020-39,2020-09
2020-09-27,D66,9350,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,9350,9350,9350,2020-39,2020-09
2020-09-27,DENK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-27,FvD,0,0,0,0,0,8651,12717,16784,66,16784,8651,12717,0,0,0,2020-39,2020-09
2020-09-27,GroenLinks,950,6800,0,0,0,3350,4439,5528,22,12328,10150,11239,950,950,950,2020-39,2020-09
2020-09-27,PvdA,0,0,0,0,0,250,1191,2131,19,2131,250,1191,0,0,0,2020-39,2020-09
2020-09-27,PvdD,,,0,0,0,500,599,698,2,698,500,599,0,0,0,2020-39,2020-09
2020-09-27,SGP,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-39,2020-09
2020-09-27,SP,,,0,0,0,600,749,897,3,897,600,749,0,0,0,2020-39,2020-09
2020-09-27,VVD,600,850,0,0,0,2501,5719,8937,63,9787,3351,6569,600,600,600,2020-39,2020-09
2020-09-28,50Plus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-40,2020-09
2020-09-28,CDA,0,0,0,0,0,6050,7047,8044,6,8044,6050,7047,0,0,0,2020-40,2020-09
2020-09-28,ChristenUnie,,,0,0,0,600,947,1293,7,1293,600,947,0,0,0,2020-40,2020-09
2020-09-28,D66,0,21400,0,0,0,2350,3887,5423,27,26823,23750,25287,0,0,0,2020-40,2020-09
